ID,Project Code,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Lead Time (Days)
80005,108-VN-T30,SCMS-263670,Vietnam,PMO - US,Direct Drop,EXW,Air,10/30/14,2014-12-08,2015-04-14,2015-04-14,14-Apr-15,ARV,Adult,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,14000,49700.0,3.55,0.12,Hetero Unit III Hyderabad IN,No,,,51.09,127.0
80019,116-ZA-T30,SCMS-71491,South Africa,PMO - US,Direct Drop,DDP,Truck,4/19/10,2010-04-21,2010-06-11,2010-06-11,11-Jun-10,ARV,Pediatric,S. BUYS WHOLESALER,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,80mg/ml,Oral solution,90,2,28.33,14.16,0.16,ABBVIE (Abbott) France,Yes,,,0.06,51.0
80040,108-VN-T30,SCMS-48270,Vietnam,PMO - US,Direct Drop,EXW,Air,6/25/09,2009-06-26,2009-10-26,2009-10-26,26-Oct-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,27480,65952.0,2.4,0.04,"Aurobindo Unit III, India",No,,,129.27,122.0
80070,108-VN-T30,SCMS-98053,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/11,2011-02-15,2011-07-27,2011-07-27,27-Jul-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,11594,127534.0,11.0,0.18,Mylan (formerly Matrix) Nashik,Yes,1615.0,9502.5,210.43,162.0
80072,108-VN-T30,SCMS-174360,Vietnam,PMO - US,Direct Drop,EXW,Air,1/10/13,2013-01-22,2013-05-28,2013-05-28,28-May-13,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,34900,63169.0,1.81,0.03,"Micro labs, Verna, Goa, India",Yes,1588.0,11413.52,78.14,126.0
80086,901-CM-T30,SCMS-204360,Cameroon,PMO - US,Direct Drop,EXW,Air,8/19/13,2013-08-23,2013-09-26,2013-09-26,26-Sep-13,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7854,51757.86,6.59,0.11,"Cipla, Goa, India",Yes,803.0,7032.5,64.02,34.0
80090,133-NG-T30,SCMS-155321,Nigeria,PMO - US,Direct Drop,EXW,Air,7/17/12,2012-08-13,2012-11-28,2012-11-28,28-Nov-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1139,101371.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,542.0,13117.86,142.12,107.0
80105,114-UG-T30,SCMS-212410,Uganda,PMO - US,Direct Drop,EXW,Air,10/23/13,2013-10-30,2014-01-17,2014-01-17,22-Jan-14,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,6200,24800.0,4.0,0.07,"Cipla, Goa, India",Yes,597.0,2905.49,25.49,79.0
80112,133-NG-T30,SCMS-196560,Nigeria,PMO - US,Direct Drop,EXW,Air,6/10/13,2013-07-10,2013-09-18,2013-09-19,19-Sep-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,3064,272696.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1245.0,13383.47,337.32,71.0
80114,110-ZM-T30,SCMS-60730,Zambia,PMO - US,Direct Drop,EXW,Air,12/16/09,2009-12-22,2010-03-29,2010-03-29,29-Mar-10,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,7200,230400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,2521.0,22460.87,496.74,97.0
80138,116-ZA-T30,SCMS-71370,South Africa,PMO - US,Direct Drop,DDP,Truck,4/19/10,2010-04-21,2010-05-31,2010-05-31,31-May-10,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,140,4039.16,28.85,0.96,"BMS Meymac, France",No,,,8.71,40.0
80141,109-TZ-T30,SCMS-47760,Tanzania,PMO - US,Direct Drop,CIP,Air,6/11/09,2009-06-29,2009-10-21,2009-10-21,21-Oct-09,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,6900,163323.0,23.67,0.79,"BMS Meymac, France",No,,,320.11,114.0
80167,111-MZ-T30,SCMS-157220,Mozambique,PMO - US,Direct Drop,EXW,Air,7/23/12,2012-08-22,2012-10-09,2012-10-09,9-Oct-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,427,13664.0,32.0,1.6,"Trinity Biotech, Plc",Yes,149.0,3165.69,19.16,48.0
80175,106-HT-T30,SCMS-148360,Haiti,PMO - US,Direct Drop,EXW,Ocean,5/14/12,2012-07-03,2012-12-20,2012-12-20,20-Dec-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,35616,126436.8,3.55,0.12,"Aurobindo Unit III, India",No,,,177.26,170.0
80216,116-ZA-T30,SCMS-259071,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,2014-11-28,2014-11-28,2014-11-28,28-Nov-14,ARV,Adult,PHARMACY DIRECT,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,7,99.53,14.22,0.47,"Aurobindo Unit III, India",No,,,0.1,0.0
80217,161-ZA-T30,SCMS-68951,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,2010-03-19,2010-07-14,2010-07-14,14-Jul-10,ARV,Pediatric,Aurobindo Pharma Limited,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,11644,34932.0,3.0,0.01,"Aurobindo Unit III, India",Yes,4442.0,3283.59,75.31,117.0
80250,108-VN-T30,SCMS-62250,Vietnam,PMO - US,Direct Drop,EXW,Air,1/4/10,2010-01-07,2010-05-17,2010-05-17,17-May-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1344,10080.0,7.5,0.25,Mylan (formerly Matrix) Nashik,Yes,86.0,3573.32,21.73,130.0
80270,111-MZ-T30,SCMS-185200,Mozambique,PMO - US,Direct Drop,EXW,Air,3/20/13,2013-04-11,2013-10-09,2013-10-09,6-Nov-13,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,13168,38450.56,2.92,0.05,"Strides, Bangalore, India.",Yes,834.0,3574.24,47.56,181.0
80275,116-ZA-T30,SCMS-51250,South Africa,PMO - US,Direct Drop,DDP,Truck,7/29/09,2009-08-07,2009-08-24,2009-08-24,24-Aug-09,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,200,9049.25,45.25,1.51,"Aspen-OSD, Port Elizabeth, SA",No,,,17.74,17.0
80299,153-NA-T30,SCMS-131110,Namibia,PMO - US,Direct Drop,EXW,Air,12/5/11,2012-01-12,2012-03-22,2012-03-22,22-Mar-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,150,11655.0,77.7,0.78,Inverness Japan,Yes,35.0,840.46,16.34,70.0
80329,101-CD-T30,SCMS-149100,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,5/31/12,2012-06-14,2012-12-07,2012-12-07,7-Dec-12,ANTM,Malaria,AMSTELFARMA B.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,602,15230.6,25.3,0.03,"Micro Labs, Hosur, India",Yes,488.0,7393.13,21.35,176.0
80343,105-SS-T30,SCMS-176931,South Sudan,PMO - US,Direct Drop,EXW,Air,1/24/13,2013-02-26,2013-09-20,2013-09-20,20-Sep-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,115,920.0,8.0,0.08,"Alere Medical Co., Ltd.",No,,,1.14,206.0
80363,114-UG-T30,SCMS-220810,Uganda,PMO - US,Direct Drop,EXW,Air,10/23/13,2013-12-27,2014-02-27,2014-02-27,10-Mar-14,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 50mg, dispersible tablets (tablets for oral suspension), 30 Tabs",Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,1200,1500.0,1.25,0.04,"Aurobindo Unit III, India",Yes,64.0,896.35,1.54,62.0
80394,101-CD-T30,SCMS-149130,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,6/5/12,2012-06-27,2013-03-01,2013-03-01,1-Mar-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,292,9344.0,32.0,1.6,"Trinity Biotech, Plc",Yes,99.0,2162.55,13.1,247.0
80399,113-ZW-T30,SCMS-240580,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,4/1/14,2014-05-26,2014-07-23,2014-07-23,29-Jul-14,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,28899,134380.35,4.65,0.16,"Aurobindo Unit VII, IN",Yes,2846.0,19557.01,138.14,58.0
80423,114-UG-T30,SCMS-91720,Uganda,PMO - US,Direct Drop,EXW,Air,10/31/10,2010-11-18,2010-12-31,2010-12-31,31-Dec-10,ARV,Adult,ASPEN PHARMACARE,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,300mg,Tablet,120,175,15750.0,90.0,0.75,"Aspen-OSD, Port Elizabeth, SA",Yes,37.0,1333.01,25.99,43.0
80470,108-VN-T30,SCMS-176160,Vietnam,PMO - US,Direct Drop,FCA,Air,1/29/13,2013-02-11,2013-05-17,2013-05-17,17-May-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1114,67753.48,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,266.0,6568.7,83.81,95.0
80473,116-ZA-T30,SCMS-215400,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/13,2013-12-02,2014-02-05,2014-02-05,5-Feb-14,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,8,185.0,23.12,0.08,ABBVIE (Abbott) Logis. UK,Yes,,,0.23,65.0
80526,107-RW-T30,SCMS-235970,Rwanda,PMO - US,Direct Drop,FCA,Air,3/25/14,2014-04-29,2014-07-16,2014-07-16,22-Jul-14,ARV,Pediatric,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Atazanavir 150mg [Reyataz], capsules, 60 Caps",Atazanavir,Reyataz,150mg,Capsule,60,208,7040.8,33.85,0.56,"BMS Evansville, US",Yes,16.0,957.88,7.24,78.0
80528,116-ZA-T30,SCMS-50361,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/09,2009-09-22,2009-10-08,2009-10-08,8-Oct-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,808,8268.79,10.23,0.17,"Aurobindo Unit III, India",Yes,,,16.21,16.0
80559,114-UG-T30,SCMS-160440,Uganda,PMO - US,Direct Drop,EXW,Air,8/24/12,2012-09-26,2012-11-09,2012-11-09,9-Nov-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,170,3825.0,22.5,0.75,Mylan (formerly Matrix) Nashik,Yes,22.0,1051.5,5.36,44.0
80616,104-CI-T30,SCMS-100980,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,1/5/11,2011-03-24,2011-06-30,2011-06-30,30-Jun-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,9517,320722.9,33.7,0.28,ABBVIE Ludwigshafen Germany,Yes,2368.0,17068.85,529.19,98.0
80639,106-HT-T30,SCMS-261020,Haiti,PMO - US,Direct Drop,EXW,Air,9/24/14,2014-11-14,2015-02-26,2015-02-26,27-Feb-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,56352,197232.0,3.5,0.12,"Hetero, Jadcherla, unit 5, IN",Yes,4792.0,30046.84,202.75,104.0
80665,900-SZ-T30,SCMS-122650,Swaziland,PMO - US,Direct Drop,EXW,Air,9/14/11,2011-09-22,2011-11-16,2011-11-16,16-Nov-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,41700,587970.0,14.1,0.47,Mylan (formerly Matrix) Nashik,Yes,4900.0,29478.42,970.15,55.0
80668,109-TZ-T30,SCMS-186890,Tanzania,PMO - US,Direct Drop,FCA,Air,4/12/13,2013-05-08,2013-07-18,2013-07-18,18-Jul-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,765,4544.1,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,84.0,1396.04,5.62,71.0
80688,104-CI-T30,SCMS-217000,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,10/22/13,2013-12-03,2014-01-17,2014-01-17,28-Feb-14,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,650,2925.0,4.5,0.04,"Aurobindo Unit III, India",Yes,72.0,1766.56,3.01,45.0
80699,133-NG-T30,SCMS-162440,Nigeria,PMO - US,Direct Drop,EXW,Air,10/5/12,2012-10-16,2013-01-09,2013-03-20,20-Mar-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2933,261037.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1271.0,26859.39,365.97,155.0
80704,101-CD-T30,SCMS-280220,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,3/10/15,2015-03-17,2015-07-23,2015-07-23,29-Jul-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,368,29440.0,80.0,0.8,"Alere Medical Co., Ltd.",No,,,34.65,128.0
80710,114-UG-T30,SCMS-173110,Uganda,PMO - US,Direct Drop,EXW,Air,1/3/13,2013-01-11,2013-04-29,2013-04-29,29-Apr-13,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,1000,5000.0,5.0,0.05,INVERNESS ANY,No,,,6.18,108.0
80730,113-ZW-T30,SCMS-234760,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,4/1/14,2014-04-11,2014-06-14,2014-06-14,16-Jun-14,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,7000,15400.0,2.2,0.04,"Strides, Bangalore, India.",Yes,437.0,11814.57,15.83,64.0
80767,161-ZA-T30,SCMS-84200,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,2010-09-21,2011-02-23,2011-03-11,11-Mar-11,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,12722,89435.66,7.03,0.23,"Cipla, Goa, India",Yes,875.0,6038.22,192.82,171.0
80804,110-ZM-T30,SCMS-201920,Zambia,PMO - US,Direct Drop,EXW,Air,7/17/13,2013-08-06,2013-11-06,2013-11-06,6-Nov-13,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,4000,320000.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,1623.0,20644.03,395.84,92.0
80819,106-HT-T30,SCMS-261011,Haiti,PMO - US,Direct Drop,EXW,Air,9/24/14,2014-11-14,2015-07-23,2015-07-23,28-Jul-15,ARV,Adult,EMCURE PHARMACEUTICALS LTD,"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,4846,87228.0,18.0,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Yes,,,89.67,251.0
80842,116-ZA-T30,SCMS-199283,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,2014-08-27,2014-08-27,2014-08-27,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,57,1123.94,19.72,0.33,"Aurobindo Unit III, India",No,,,1.39,0.0
80860,104-CI-T30,SCMS-57610,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,11/5/09,2009-11-23,2010-02-08,2010-02-08,8-Feb-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,6000,216960.0,36.16,0.3,ABBVIE Ludwigshafen Germany,Yes,1523.0,10051.89,425.24,77.0
80864,110-ZM-T30,SCMS-239730,Zambia,PMO - US,Direct Drop,EXW,Air,4/22/14,2014-05-19,2015-05-05,2015-05-05,14-May-15,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,6137,490960.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,2492.0,32728.96,504.71,351.0
80872,104-CI-T30,SCMS-201212,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,7/16/13,2013-08-15,2014-04-30,2014-04-30,2-May-14,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,1400,28700.0,20.5,0.82,"Standard Diagnostics, Korea",Yes,469.0,5463.16,35.5,258.0
80892,116-ZA-T30,SCMS-51250,South Africa,PMO - US,Direct Drop,DDP,Truck,7/29/09,2009-08-07,2009-08-24,2009-08-24,24-Aug-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,300,1213.12,4.04,0.13,"Aurobindo Unit III, India",No,,,2.38,17.0
80918,116-ZA-T30,SCMS-49642,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/09,2009-07-21,2009-11-19,2009-11-19,19-Nov-09,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,190,1581.34,8.32,0.28,"BMS Meymac, France",No,,,3.1,121.0
80924,116-ZA-T30,SCMS-199289,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,2014-08-29,2014-08-29,2014-08-29,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,13,393.18,30.24,0.5,"Cipla, Goa, India",No,,,0.49,0.0
80925,116-ZA-T30,SCMS-259079,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,2014-10-09,2015-08-24,2015-08-24,24-Aug-15,ARV,Pediatric,PHARMACY DIRECT,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,21,398.98,19.0,0.08,"Aurobindo Unit III, India",No,,,0.41,319.0
81011,101-ZA-T30,SCMS-206100,South Africa,PMO - US,Direct Drop,DDP,Truck,9/7/13,2013-09-19,2014-02-17,2014-02-17,17-Feb-14,ARV,Adult,PHARMACY DIRECT,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,2500,47371.85,18.95,0.63,"Aspen-OSD, Port Elizabeth, SA",No,,,58.6,151.0
81018,103-ZW-T30,SCMS-149120,Zimbabwe,PMO - US,Direct Drop,FCA,Air,5/29/12,2012-07-18,2013-06-19,2013-06-19,19-Jun-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2346,72303.72,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,2172.0,31073.95,101.37,336.0
81020,151-NG-T30,SCMS-67010,Nigeria,PMO - US,Direct Drop,FCA,Air,2/15/10,2010-03-09,2010-05-17,2010-05-17,17-May-10,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,50,1918.0,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,154.0,1176.03,4.14,69.0
81031,107-RW-T30,SCMS-260920,Rwanda,PMO - US,Direct Drop,FCA,Air,10/9/14,2014-12-15,2015-03-26,2015-03-26,26-Mar-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,86,2650.52,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,100.0,1952.77,2.72,101.0
81050,114-UG-T30,SCMS-198701,Uganda,PMO - US,Direct Drop,EXW,Ocean,7/8/13,2013-09-10,2013-11-07,2013-11-07,13-Nov-13,ARV,Adult,STRIDES ARCOLAB LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,63652,203049.88,3.19,0.11,"Strides, Bangalore, India.",Yes,3963.0,12961.76,251.17,58.0
81061,116-ZA-T30,SCMS-238554,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,2014-10-03,2014-10-03,2014-10-03,3-Oct-14,ARV,Adult,PHARMACY DIRECT,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,30,2304.67,76.82,0.28,Roche Basel,No,,,2.37,0.0
81077,108-VN-T30,SCMS-261440,Vietnam,PMO - US,Direct Drop,EXW,Air,10/24/14,2014-10-30,2015-03-10,2015-03-10,10-Mar-15,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,4300,9288.0,2.16,0.04,Hetero Unit III Hyderabad IN,No,,,10.93,131.0
81083,104-CI-T30,SCMS-51810,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,7/24/09,2009-08-24,2009-10-08,2009-10-08,8-Oct-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,7600,274816.0,36.16,0.3,ABBVIE Ludwigshafen Germany,No,,,538.64,45.0
81121,104-CI-T30,SCMS-250210,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,6/3/14,2014-07-31,2014-12-01,2014-12-01,1-Dec-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Atazanavir/Ritonavir 300/100mg, tablets, 30 Tabs",Atazanavir/Ritonavir,Generic,300/100mg,Tablet,30,1000,20000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,Yes,140.0,2782.77,20.56,123.0
